Sy	Qp	r	RMSE	MAE	NSE
0.016669638652324324	86669476.85568623	0.16925659379254554	1.9404109896424786	1.5029542053913882	-0.5514640527085248
0.015908967054861074	84233772.6717302	0.16234506230762089	1.965651887239284	1.4890169839080283	-0.5397190308787522
0.015847088382449984	84206145.30745642	0.16266470312566617	1.9580070161156573	1.4893345665915554	-0.5432923451814167
0.015847088382449984	84141379.02079566	0.16266470312566617	1.955824869576209	1.4894114619706222	-0.5443097549011686
0.01583952838012479	84025306.05014583	0.161903161007819	1.9664404936746152	1.4890111577472924	-0.5393496334800043
0.016669100169290383	86669219.91001496	0.1684327784616456	1.945182331021173	1.4946918695480687	-0.5492555006640943
0.01666906702354667	86523074.64279756	0.16835724056330525	1.9434533127434035	1.4965452611654542	-0.5500564529412275
0.01657681641972429	86669476.85568623	0.1690432040825276	1.9410545430248276	1.500220363698744	-0.5511664820441249
0.016641554944364402	86562889.02888301	0.16800515914678157	1.9474751508338959	1.4928964412189838	-0.5481922738498601
0.016671856263056842	87276009.31816398	0.16908401543984566	1.9509832431552876	1.4908866793200222	-0.5465630764019038
0.01584974629332087	84239037.99415953	0.16282696143176545	1.9562487815972827	1.4894090236059594	-0.5441121978394671
0.016264790971052167	84275046.10801908	0.16371678030803885	1.9459849531519546	1.4938734470088189	-0.5488834510694263
0.01666901027376841	86569306.3906436	0.1678753788311455	1.9492852874303939	1.4916788774651195	-0.547351992238235
0.016639017186202042	86049605.70767272	0.1670254580761721	1.9476148526494774	1.4925698278194643	-0.5481274508163003
0.016266842163066966	85360001.24106891	0.16531020663485646	1.9517520835722688	1.4906030283210605	-0.5462056265605753
0.01666901027376841	86569306.3906436	0.16834327483176129	1.9442814915746163	1.4954633534389108	-0.5496728953686123
0.016575589321901535	86615038.54229185	0.16903280057444103	1.9407376772493432	1.5012432009558887	-0.5513130089647129
0.016669002216569587	86810902.17052755	0.1690859693691949	1.942209917618694	1.4980304296457456	-0.550632004350089
0.01666901027376841	86569306.3906436	0.16831801528636395	1.9445018344349683	1.4952544693208198	-0.5495708196297286
0.015840203806350088	84231634.99016829	0.16293028012887592	1.9542730065929448	1.490102660394303	-0.5450326092631964
0.016668606807980418	86560234.57888904	0.16835190501081476	1.9440613865697534	1.4956739402098596	-0.5497748493701498
0.016583963870042722	86668346.3449196	0.16891150498086963	1.9416090495092932	1.499105161530043	-0.5509100063605061
0.016574144688896102	86699839.19685352	0.16927825674070382	1.9405558696047547	1.5020060611257808	-0.5513970707160847
0.01657681641972429	86634276.18494324	0.16903320327519142	1.9408508278066783	1.5008306404316976	-0.5512606879697695
0.01663934785099903	86066584.19879943	0.16699842722269445	1.9483162444074114	1.492106931789989	-0.5478019277790114
0.016669160249863643	86594172.6332527	0.16831801528636395	1.9449275421607657	1.494877627817787	-0.5493735740745396
0.016750404763308677	87010204.9675244	0.16928272378791856	1.9436009298002035	1.4962360569780664	-0.5499880984670724
0.016669212697247516	87272034.36868688	0.16914915098580616	1.9499987838545458	1.4914978306770539	-0.5470205663109924
0.01666901027376841	86616744.96941784	0.16838222499555633	1.9447303370213864	1.4950679432510319	-0.5494649516091242
0.016658348752065198	86553334.81276713	0.16814656587889562	1.9458092828762	1.4941303142654723	-0.5489648948559727
0.01666906702354667	86123114.47457258	0.1683112376346765	1.9401880215930913	1.5048116710254504	-0.5515671272013738
0.01657681641972429	86669476.85568623	0.1690792062038202	1.9409278363592959	1.5005499361423087	-0.5512250773499383
0.016643536749124256	86047057.96154463	0.1669888844883416	1.9480063760755892	1.4922838264143	-0.547945755270993
0.01657681641972429	86486570.39817634	0.1690716752641171	1.9402519012427637	1.5044964542912929	-0.5515375978917709
0.01665422762348052	86557826.08918932	0.1678753788311455	1.94895863655128	1.4918378962683858	-0.547503684227088
0.016669100169290383	86134107.45355701	0.1684327784616456	1.9400907076852723	1.5058700758237806	-0.5516121101209339
0.01627368858453625	84275046.10801908	0.16349916753939545	1.9485277982133202	1.491986993228532	-0.547703720501598
0.016639017186202042	86049605.70767272	0.1670695411353711	1.9471112195670086	1.4929725638155116	-0.5483611197471604
0.016643536749124256	86047057.96154463	0.16700211438840343	1.9478495003114664	1.4923933986818436	-0.5480185615004176
0.016669100169290383	86634341.99856003	0.1683311079926326	1.9455263564017489	1.4943786348623445	-0.5490960490197998
0.015847088382449984	84233672.4984324	0.16219247659054015	1.9688920174008062	1.4889633806384932	-0.5382003495407677
0.016643536749124256	86047057.96154463	0.16707464589879886	1.947017153856966	1.4931099353841966	-0.5484047563975212
0.01666901027376841	86814037.9156514	0.16831801528636395	1.949530335251617	1.4915529022322929	-0.5472381788515638
0.016233920229670858	85375985.0055091	0.16532409004349316	1.9519015088252352	1.4905776927313819	-0.5461361393185179
0.016667589266965148	86569306.3906436	0.16839222233880666	1.943867627154526	1.4958982635964981	-0.5498645903785884
0.0166620351956471	86523074.64279756	0.16917838841073615	1.9401463179245284	1.5052846364226202	-0.5515864048123091
0.01580631488986127	83956032.10437582	0.16233399055089526	1.955345470838678	1.4894374997906619	-0.5445331190256382
0.015801488099241732	83932366.7727445	0.1618759745822567	1.9631030338039552	1.4891415236950902	-0.5409119461678304
0.01602125121847171	84953929.07777834	0.1638265741513048	1.9635878162157772	1.4890994576440726	-0.5406851773328432
0.01625769187984154	84266470.02410793	0.16345868610149225	1.9487738321326935	1.491890593730215	-0.5475894934919028
0.01666906702354667	86523074.64279756	0.16831315750410625	1.943802068070173	1.4960741296070148	-0.5498949524950627
0.016669100169290383	86127239.06164159	0.1684327784616456	1.9400841016258288	1.5060204749684625	-0.5516151636606466
0.016669100169290383	87073622.90081145	0.16879070749009295	1.9497675764902047	1.4915351852113503	-0.5471279776313387
0.016669066455449646	87291268.42872837	0.17039724390991412	1.9406521023499348	1.5015286923607256	-0.551352576906377
0.016042725071497756	84389962.55499023	0.16339429612323159	1.9521956659613235	1.490420086683887	-0.5459993318486802
0.015821375374571046	83956032.10437582	0.16233399055089526	1.9553751341758399	1.489421575172878	-0.5445192997079381
0.01663037729216444	86786393.40298298	0.16940094546337955	1.94063368066571	1.5017244904236335	-0.551361094457688
0.016669100169290383	86634341.99856003	0.16833937377859207	1.9454456333543217	1.4944469885113072	-0.549133465717638
