Sy	Qp	r	RMSE	MAE	NSE
0.01659541224275738	85401422.88482235	0.16712114041020995	1.9400615881046925	1.5075230697512179	-0.5516255700785023
0.016042725071497756	84967408.19012031	0.16350050517054648	1.9715580077317758	1.4888308252396347	-0.5369488975388343
0.01584747946403641	84221807.28925146	0.16219247659054015	1.9683712119939862	1.488977066415048	-0.5384446249438949
0.01657681641972429	87854689.24998	0.16937047320395338	1.964629671204682	1.489056788532449	-0.5401976346937787
0.016035992382698868	84967408.19012031	0.16371811793918986	1.9665087666747374	1.4889917468738487	-0.539317646213074
0.015838801977998543	84025306.05014583	0.16225558468999543	1.959178938878532	1.4892646635741995	-0.5427454765887527
0.015867522578384325	84233672.4984324	0.16219247659054015	1.9689571457115151	1.4889424473882071	-0.5381697976077056
0.01580631827384988	83954103.55939685	0.16225558468999543	1.9566286143941052	1.4893834436071973	-0.543935146790155
0.01626824390816274	84864134.19940495	0.16517816049602996	1.9429477958612178	1.4971093711179153	-0.5502904945574918
0.01657681641972429	87935500.91016544	0.1692569114503503	1.970429172729434	1.4888872461262437	-0.5374789946999476
0.015838801977998543	84025306.05014583	0.16219187037949442	1.9604027345371116	1.4892189676926126	-0.5421740526504317
0.015847088382449984	84171709.0498116	0.16261081121471102	1.957791687963898	1.489336820842586	-0.5433927907946424
0.01584691659393236	84102219.82112233	0.1623261818474988	1.960662598991943	1.4892154732533218	-0.5420526688414506
0.015809632097725013	83930753.78718488	0.16193725800139858	1.9618051101574607	1.4891790116204575	-0.5415188060738689
0.01658965559139771	85448499.97304994	0.1671243299849929	1.9400692470703842	1.5064922536640182	-0.5516220298907317
0.01666901027376841	86569306.3906436	0.16811939805340928	1.946432665901394	1.4936120016955805	-0.5486758504260576
0.015801488099241732	83930753.78718488	0.16187862356556795	1.962984116208092	1.4891453486149437	-0.5409675642308356
0.016035992382698868	84967408.19012031	0.16410480063984048	1.9586724713805166	1.4893272566930615	-0.5429818558355511
0.016042725071497756	84477999.37444666	0.16350050517054648	1.9531297564491854	1.4902074393203606	-0.545564765611521
0.015847088382449984	84275644.95178291	0.1626019100328353	1.961749627588432	1.4892070397804817	-0.5415447386750757
0.016039762875276888	84967408.19012031	0.16350050517054648	1.9715471249832286	1.4888338027141128	-0.5369540094906865
0.01657681641972429	87935500.91016544	0.16925663184094547	1.9704355684560217	1.488887054518503	-0.5374759921432123
0.016669100169290383	86911067.1302791	0.16924233030849553	1.942427245273649	1.4977285100753293	-0.5505314327735968
0.01667508571505904	87007342.1141316	0.16949487854419285	1.942028225966516	1.4983300520787808	-0.5507160762043801
0.016233920229670858	85375985.0055091	0.16530107171036418	1.9522404172648098	1.4903822407090548	-0.5459785169735033
0.015847088382449984	84223176.18498014	0.1628715251107191	1.9549786637479747	1.4896546059014797	-0.5447039868478839
0.016252412530118925	84808801.43842563	0.1656935906052497	1.9403328437128728	1.5034044995526512	-0.5515001796454908
0.01580728805290146	83931087.43550523	0.1623374039563873	1.9545004608606786	1.4897415270586356	-0.544926697451974
0.016035992382698868	84953929.07777834	0.1638265741513048	1.9636328930190055	1.4890843900230883	-0.5406640887099057
0.01626824390816274	84855415.94884431	0.16536129204028618	1.9417087403265065	1.4988058164977909	-0.5508638886337386
0.016645743508144017	86721776.37015377	0.16909336122210725	1.941266556756563	1.4999327645128233	-0.5510684280596804
0.01584974629332087	84239037.99415953	0.16295927277449412	1.9540508661051814	1.4901336612213598	-0.54513603486819
0.016035992382698868	84903494.74334161	0.16364027004978984	1.9655572515745983	1.4890245456255917	-0.539763349964111
0.016669100169290383	87073622.90081145	0.16875379949782987	1.9502537391489208	1.4912299757661198	-0.5469021077193912
0.016576562874711882	86615038.54229185	0.1688450116136632	1.9414329697123514	1.4994015788460857	-0.5509914564230904
0.01664529603083063	86820848.88114606	0.16823023607259782	1.9507905442810631	1.491190447286425	-0.5466526440287991
0.016265756161181495	85245096.90690835	0.16512547022819493	1.951268278868958	1.4907708385772274	-0.5464305738200617
0.016635441257510836	86048774.07787023	0.16709818762885748	1.9467633285098211	1.4932763254358878	-0.5485224942896061
0.01657681641972429	86486570.39817634	0.16903320327519142	1.9402709954867174	1.5040830021220961	-0.5515287711073318
0.016042725071497756	84483359.52646935	0.16350050517054648	1.9532885588977145	1.4901910947677	-0.5454908653891265
0.016669100169290383	87007598.07177436	0.16930984554744197	1.9432223226814196	1.4968268014445967	-0.5501634030909124
0.01657681641972429	86669476.85568623	0.16925663184094547	1.9404752799081606	1.5024567004295006	-0.5514343301671842
