Sy	Qp	r11	r12	RMSE	MAE	NSE
0.023105131308369165	85256722.00650693	2.0854666975085996e-06	0.24006638467476468	1.8140054821763854	1.404302162989496	-0.6079991633663089
0.023517567577592435	84648799.60325196	1.9309998206944124e-06	0.2382806367905716	1.816596433830861	1.3972325589697148	-0.6068785707787723
0.02266822245135911	84434123.57812811	2.1449006964656767e-07	0.2380918239031267	1.8132574269244557	1.4101780523507257	-0.6083224014436284
0.023065972294925484	85502457.71185683	1.77344801749164e-05	0.24073524443949249	1.8137639495801468	1.4055848904484625	-0.608103545274084
0.02352513927413334	84778550.58906202	3.38661775164384e-05	0.2386982927397482	1.8162926604522953	1.3979308245511797	-0.6070100362355528
0.02331928619446014	84514978.20217016	1.036680719815144e-06	0.23776369981963902	1.8161160083901875	1.3980505003813979	-0.6070864766826166
0.024448829973775288	84754029.13261594	8.470327645317055e-06	0.23811974681940987	1.8250834571100027	1.3920613362635912	-0.6031967133718438
0.023422936448940664	84468206.76796621	2.9098963452423756e-06	0.23774718185272492	1.8164182249853218	1.3975370377774787	-0.6069556977381876
0.024350034973510733	85416289.59334357	6.302808218173558e-07	0.24007783532653423	1.8221172517099473	1.393186635792966	-0.604485469336413
0.022945917875477385	84704384.33717139	3.38661775164384e-05	0.2386982927397482	1.8137370051419945	1.406136671867993	-0.6081151888524621
0.02308353613489866	85256722.00650693	1.2717845196800928e-05	0.24006638467476468	1.8139433421297977	1.4046293567803865	-0.6080260194406413
0.023365985866012788	84742727.92917518	3.661392918045174e-05	0.2383786938950864	1.816080838741945	1.3982071848589752	-0.607101694319089
0.024448829973775288	84755417.43466005	3.079681968924314e-06	0.2381585897967158	1.8249201686220902	1.392138385247783	-0.603267713423833
0.02406267412829896	84719832.85276854	2.275847065251119e-06	0.23810427150126637	1.8214585932559393	1.393491398232719	-0.6047713586277861
0.023572379413529822	84775413.4213777	3.38661775164384e-05	0.2386982927397482	1.8165314234251855	1.3974916403574005	-0.6069067074918192
0.02385061772826503	84690478.12264602	3.200950387909777e-06	0.2381007870164395	1.8195930044845918	1.3942998095667807	-0.6055805524454099
0.023193485643359702	84566485.50775914	4.70380061149112e-06	0.23802062943704239	1.8151812542474777	1.400194676134631	-0.6074908374427804
0.023599735737090004	84530934.58817376	1.798392897383411e-06	0.23774863923089792	1.817865050419905	1.395202706800265	-0.6063293078852343
0.022833157483972293	84555401.8944761	3.0065994336339805e-06	0.23805290504633425	1.8138453578506057	1.4050886959688877	-0.6080683650307448
0.02416753885453295	84841511.76217945	4.3818039358396445e-05	0.2384625103477493	1.8219112699584907	1.393296656691953	-0.6045748863822658
0.02362139447378688	85254765.43124497	1.751738032066226e-05	0.23995521457431493	1.8163202572951505	1.39773938687914	-0.6069980939259219
0.023599735737090004	84530155.72318093	2.943033836477022e-06	0.23774863923089792	1.8178583119863059	1.3952086604305698	-0.6063322263844945
0.02308353613489866	85256722.00650693	1.2717845196800928e-05	0.24009520075207508	1.8139016860675221	1.4048735552857814	-0.6080440221033299
0.024163341901354794	84858951.37722196	3.390756493102032e-06	0.23847136936173474	1.822055573423965	1.3932514376372704	-0.6045122450506901
0.022855600228893706	85260644.29232934	6.854763874834913e-06	0.24010820624881077	1.8134198925487768	1.4079893531479335	-0.6082522106418065
0.02331484237489986	84651037.91288762	8.908553821226263e-05	0.23829315420086314	1.8155016997149205	1.3996014293614578	-0.6073522409428971
0.023049743901730046	85256722.00650693	3.479676184258505e-05	0.24009520075207508	1.8138106800582392	1.405405829746021	-0.6080833510866162
0.023090220298160033	84648629.05631272	2.2845017520854227e-07	0.23829315420086314	1.8145982858007603	1.4017733648731703	-0.6077429155335929
0.024207920915973256	84748211.3653849	2.3760854295323098e-06	0.23815938850469154	1.8226979856319387	1.3929381976148199	-0.6042333172788418
0.023921260667287544	84652737.44082616	3.5110734048241807e-06	0.23810053214571747	1.8197936212525792	1.3942755756571996	-0.6054935752844366
0.02331484237489986	84651037.91288762	6.796184255723283e-06	0.23814870721760778	1.8158975642452935	1.398549604150406	-0.6071809910158263
0.02416753885453295	84747990.60298322	6.759880909892296e-05	0.23815245988008701	1.822304611907998	1.393127108799004	-0.6044041271608721
