Sy	Qp	r11	r12	RMSE	MAE	NSE
0.02259706508774762	85238307.937827	3.913522284372296e-09	0.24024661970422168	1.8131345959241119	1.4132224188648788	-0.6083754645344228
0.024586634149371886	84778330.29608613	7.9427558295944e-07	0.23810506279324356	1.8267601664821742	1.391636281325453	-0.602467289843911
0.024488664905435543	84755417.43466005	3.079681968924314e-06	0.23810416263091838	1.825556619459605	1.3918871150165917	-0.6029909400823126
0.024586634149371886	84778417.57442844	6.874921179151242e-05	0.2381007870164395	1.8266807306027564	1.3917085430424032	-0.6025018621697392
0.022919853610728572	85467356.42606848	6.041398558836113e-06	0.24082221472610962	1.8133180298615823	1.408990717821265	-0.6082962196018283
0.023258459465497126	84534405.220249	0.00011647252498928991	0.23779322252871452	1.8157828189549459	1.3988662245601153	-0.6072306333613264
0.02283382236191542	85465415.22053543	7.634107547688757e-06	0.24092538628190238	1.8131768562184443	1.411108307145205	-0.6083572084589521
0.023730298360079827	85367787.09980974	3.276795221049253e-05	0.24015703281278866	1.8170557002364003	1.396275223313486	-0.606679770114951
0.022939205334167906	85260644.29232934	3.1182005887818554e-05	0.24010820624881077	1.813562070663902	1.4069272753284672	-0.6081907795899286
0.023137733206417474	85351858.43363975	4.252628590923786e-05	0.24022585918065165	1.8141919039493914	1.4035008561019808	-0.6079185889174242
0.02392520277934244	84652398.18378817	6.33178792886251e-07	0.23802413663924007	1.8201062094189357	1.394078132664906	-0.6053580339464272
0.024448829973775288	84754029.13261594	8.470327645317055e-06	0.23810071004535682	1.8251755281621196	1.3920166732963726	-0.6031566768272469
0.02429230993558576	84755150.94599566	3.216144218126069e-07	0.23815606794476196	1.8235163928543139	1.3926210833985755	-0.6038778321346815
0.02425225003910895	84748363.46734002	5.464620124111919e-07	0.23815245988008701	1.8231132278032927	1.392778269700801	-0.6040529717277794
0.023236978851698335	85372162.04200472	2.4727528652651117e-05	0.24038681603189538	1.8143134181315157	1.4029954905932664	-0.6078660641018696
0.02331484237489986	84651037.91288762	4.387087954629377e-07	0.23829315420086314	1.8155443347107418	1.399371080072995	-0.607333798952856
0.02385061772826503	84683776.85359447	3.200950387909777e-06	0.23827484021855916	1.8189249487183763	1.394744945317699	-0.605870118095769
0.024147494515954812	85369619.00680369	9.862338444629918e-05	0.23996514256223062	1.8204389088169204	1.3939487737794274	-0.6052137466033842
0.02259706508774762	85256722.00650693	8.093924492104158e-09	0.240161130955186	1.8131690843116848	1.4121189406196824	-0.6083605658862488
0.02267886761132994	84563488.01578046	1.956159015083861e-07	0.23809167554353775	1.8134965632681166	1.407494428058315	-0.6082190840395452
0.02407927106942148	84719832.85276854	2.275847065251119e-06	0.2381612037689153	1.821355729603251	1.3935173339284457	-0.6048159970443816
0.024402257467711873	84755417.43466005	3.079681968924314e-06	0.2381585897967158	1.8244907523138443	1.3922836183227243	-0.6034543991462671
0.023111522691784205	84566352.29133564	9.598162411669426e-07	0.23805222500069317	1.814780870053268	1.4012515487126047	-0.6076639740176588
0.024280727112538637	85458760.3437283	7.1772246900605324e-06	0.24029796891056765	1.8210461386501184	1.3936908998335158	-0.6049503310375917
0.02422716626174676	84747990.60298322	3.2278771444629045e-08	0.23815245988008701	1.8228938922339688	1.3928592678162495	-0.6041482373881263
0.023822808706531542	84837093.87068805	7.700398234473215e-05	0.2384646713381779	1.8192091317422012	1.3946389917136592	-0.6057469532875104
0.023929895170932927	84514867.19423793	7.090161721284261e-05	0.23754033075867967	1.8207416956921267	1.3937855799923924	-0.6050824090051158
0.024280901987796127	84747990.60298322	1.764734882228797e-06	0.23815250735638094	1.8233571395571828	1.392691374627934	-0.6039470182488256
0.02355660441256169	84530155.72318093	2.943033836477022e-06	0.237775272274139	1.8175066240702467	1.3954397247938441	-0.6064845317712491
0.023764245804266112	85367787.09980974	2.3909324689714603e-06	0.24015703281278866	1.8172755576863018	1.3958546053351981	-0.6065845835840411
0.023690042892781937	84603616.55396353	8.591318276599621e-06	0.23801863104219131	1.8180943708384338	1.3951355398251415	-0.6062299799158879
0.023137733206417474	85322501.73702747	4.009858669421344e-05	0.24022585918065165	1.814078129895286	1.404016106629174	-0.6079677648538848
0.02416753885453295	84747990.60298322	1.1010247893078797e-05	0.23815245988008701	1.8223745329315995	1.3930993656191824	-0.6043737689004136
0.023060164126241994	84566485.50775914	3.5110734048241807e-06	0.23810053214571747	1.8144969344546629	1.402203276225336	-0.607786732034018
0.02291617118050403	85467356.42606848	1.416980403011985e-06	0.2408844010915958	1.81327378150613	1.4095562695674853	-0.6083153359800393
0.023267224869416778	85372163.55749696	1.979167718950496e-06	0.24039244999127943	1.8144120059685191	1.4025631424637126	-0.6078234466725645
0.023832062110583804	84690478.12264602	2.6864951519720477e-06	0.2381458331824874	1.8192949800492029	1.3944559675208357	-0.6057097428815229
0.023599735737090004	84504172.09569094	2.9394448299029177e-06	0.23774863923089792	1.8176718538534289	1.3953619501456418	-0.6064129794256965
0.022888119271629457	84700956.8441543	5.44892241361413e-06	0.2386189878123847	1.8136774079942208	1.4062198270630522	-0.6081409421267487
0.02326078142300873	84566352.29133564	5.8674319639043745e-06	0.23805222500069317	1.81540599067626	1.3996908791265883	-0.607393638809937
0.02416753885453295	84841511.76217945	3.34764940291984e-06	0.2385466312274117	1.8216107167583797	1.3934494063169514	-0.6047053389267671
0.023195903580246396	84566485.50775914	8.641205610343812e-06	0.23817473811650147	1.8148754013114763	1.4011458623905677	-0.6076230996787905
0.022677506133919847	84563488.01578046	2.441494210641046e-06	0.23816204616611783	1.8134161769537835	1.4080001699796407	-0.6082538159783748
0.023195903580246396	84566485.50775914	8.371764291391933e-06	0.23810053214571747	1.815019523906378	1.4006798431740963	-0.6075607784611492
0.02434838670020398	84755150.94599566	3.5944674346629946e-06	0.23812138136446123	1.8241726689511617	1.3923873287989939	-0.6035926553285034
0.02370888196006911	84661122.57796364	9.904365525413499e-05	0.23801863104219131	1.8185731843050768	1.3948587424010466	-0.6060225460019286
0.024341110883586536	84755150.94599566	8.795436283695423e-05	0.2381543745502422	1.8238425246997712	1.3925644064814182	-0.6037361283291808
0.023832062110583804	84690478.12264602	2.6864951519720477e-06	0.23829904313007316	1.818766707393297	1.3948247222844905	-0.6059386914823794
0.023606171646698437	84775413.4213777	1.178726872585102e-05	0.2386982927397482	1.8167319362021224	1.3970893406096012	-0.6068199216792144
0.023195903580246396	84566485.50775914	2.771191425877244e-06	0.23800563976830721	1.8152263695171122	1.400070183901968	-0.6074713260284527
0.02260976423751708	85256722.00650693	6.983329418297949e-10	0.24023062500656825	1.8131453770615726	1.412524448415927	-0.6083708072182898
0.024621698940914215	85383229.99664724	2.659949325927592e-05	0.2399618214267633	1.8246314102798864	1.3922816697982558	-0.6033932539224331
0.0234550150822093	84534678.62905009	3.4104944617322442e-06	0.23779261143542565	1.8168887048493603	1.3965193167797636	-0.6067520625006486
0.023689754400526845	84648766.96136372	4.922774039460792e-05	0.23801863104219131	1.8183955237716223	1.3949191935218899	-0.6060995193415801
0.024207920915973256	84733659.74952962	2.3760854295323098e-06	0.23812883250302566	1.8226877727650017	1.392949487916116	-0.6042377523538536
0.022834586212853534	85503041.54285559	7.634107547688757e-06	0.24092538628190238	1.8132130530819315	1.4103288174051312	-0.6083415713939693
0.023668756330933505	84661122.57796364	0.0001576087710853375	0.23801863104219131	1.8182562964805662	1.3950447553766885	-0.6061598358091976
0.02353439726031196	84530155.72318093	2.943033836477022e-06	0.23778661739131765	1.817337623175616	1.3957357391755743	-0.6065577104582931
0.024147494515954812	85369619.00680369	4.158782885301898e-06	0.23996514256223062	1.8205414869847458	1.393886786799503	-0.6051692544852383
0.024350034973510733	84755150.94599566	3.5944674346629946e-06	0.23812138136446123	1.8241875422252656	1.3923801865852237	-0.6035861911387583
0.023921489945708283	84651869.94884087	9.803526772645646e-05	0.23802591246080124	1.8199687269441602	1.3942116318172901	-0.60541765058278
0.024163341901354794	84839705.22580913	3.659776261905469e-05	0.23847136936173474	1.821831214689915	1.3933331444913477	-0.6046096357893425
0.02385061772826503	84683776.85359447	3.200950387909777e-06	0.2381007870164395	1.819536189980046	1.3943263496943274	-0.6056051825639017
0.023090220298160033	84648629.05631272	1.634223378258597e-07	0.23829315420086314	1.8145983107980546	1.4017731942541722	-0.60774290472639
0.024341110883586536	84755150.94599566	9.062169264106206e-05	0.2381543745502422	1.823839068401449	1.392567475989722	-0.6037376302185583
0.023422936448940664	84532347.97027199	2.9098963452423756e-06	0.23774718185272492	1.8168290113410495	1.3967475809451677	-0.6067779022379314
0.024280727112538637	85458760.3437283	7.1772246900605324e-06	0.24032178153652312	1.8209538293155716	1.393747154415201	-0.604990380377392
0.024448829973775288	84748167.39084706	3.079681968924314e-06	0.23815938850469154	1.8248396332900332	1.3921815462883294	-0.603302728940648
